customer_id,Recency,Frequency,Monetary,cart_size,customer_satisfaction,customer_age_group,customer_gender,region,store_location_type,is_rewards_member,order_channel,Cluster_Socio_KM,Cluster_Socio_LCA,LCA_Socio_Prob_Max,Cluster_RFM_KM,Cluster_RFM_LCA,LCA_RFM_Prob_Max,Nombre_RFM,Nombre_Socio,Segmento_Nombre,Segmento_Final,num_customizations,fulfillment_time_min
CUST_00038,16,13,181.68,3.6923076923076925,4.153846153846154,35-44,Male,Midwest,Urban,1,In-Store Cashier,0,2,0.7595693912199412,1,2,0.5294913608674177,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.6923076923076923,3.6076923076923078
CUST_00039,97,9,144.31,4.444444444444445,3.888888888888889,55+,Female,Southwest,Rural,0,Drive-Thru,2,2,0.9859518962084783,1,2,0.7197535746600316,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.3333333333333333,4.711111111111111
CUST_00040,385,3,39.980000000000004,3.6666666666666665,4.333333333333333,25-34,Male,Northeast,Rural,0,Drive-Thru,1,1,0.49745379403601586,0,0,0.8860655656823592,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,0.3333333333333333,4.766666666666667
CUST_00041,15,7,76.44,2.4285714285714284,3.4285714285714284,35-44,Male,Midwest,Urban,1,Drive-Thru,0,0,0.551525030107098,2,1,0.829921572191786,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.5714285714285714,5.071428571428571
CUST_00042,233,5,87.18,4.8,3.4,35-44,Female,Midwest,Urban,1,Drive-Thru,0,0,0.5342750698457358,0,1,0.9265679313689095,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,2.0,3.5400000000000005
CUST_00043,16,6,99.82,4.0,4.166666666666667,25-34,Male,West,Suburban,1,Mobile App,0,1,0.9747440281505162,2,1,0.798356134314706,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.1666666666666665,5.083333333333333
CUST_00044,3,14,170.34,3.0714285714285716,3.5,55+,Female,West,Suburban,1,In-Store Cashier,0,2,0.9977903189311621,1,3,0.5012658007179291,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.4285714285714286,3.75
CUST_00045,524,4,38.53,2.0,3.25,18-24,Male,Southwest,Urban,1,Drive-Thru,0,1,0.6583816063115739,0,0,0.9956408389418939,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.5,5.825
CUST_00046,34,6,84.67,3.3333333333333335,3.1666666666666665,18-24,Female,Northeast,Suburban,0,Drive-Thru,2,1,0.531611786665767,2,1,0.8659468560201181,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.6666666666666667,5.1000000000000005
CUST_00047,312,3,57.120000000000005,5.333333333333333,3.0,45-54,Male,Northeast,Suburban,0,Mobile App,1,1,0.7307004482650672,0,1,0.5648619438786002,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.6666666666666665,4.0
CUST_00048,459,1,23.76,6.0,5.0,18-24,Male,West,Rural,1,Mobile App,0,1,0.9656703771448854,0,0,0.9941962733759876,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,3.0,3.7
CUST_00049,21,8,107.24,3.5,3.625,55+,Female,Northeast,Urban,0,Drive-Thru,2,2,0.9891506927043492,1,1,0.5651113884444764,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,2.125,4.15
CUST_00050,35,7,88.24000000000001,3.142857142857143,4.0,55+,Female,Southeast,Suburban,0,In-Store Cashier,2,2,0.9983077350498774,2,1,0.787380386570926,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.5714285714285714,3.557142857142857
CUST_00051,53,9,110.48,3.111111111111111,3.7777777777777777,18-24,Female,Midwest,Urban,0,Drive-Thru,2,1,0.5021009823556418,1,2,0.5430519284228401,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.0,4.911111111111111
CUST_00052,186,7,71.76,2.7142857142857144,3.2857142857142856,35-44,Female,Southeast,Suburban,0,In-Store Cashier,2,2,0.8155125952159135,2,1,0.9013249311056462,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.0,3.8714285714285714
CUST_00053,60,8,111.97,3.625,2.875,25-34,Female,Southwest,Suburban,1,Mobile App,0,1,0.980168395176322,1,1,0.5614999080291727,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.625,5.2875000000000005
CUST_00054,158,5,45.489999999999995,2.4,3.6,18-24,Male,Southwest,Urban,0,Drive-Thru,1,1,0.5287976790457967,2,1,0.9717177891038997,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,0.4,5.64
CUST_00055,70,6,106.28,4.0,4.5,25-34,Prefer not to say,West,Suburban,0,Mobile App,2,1,0.9616245760789724,2,1,0.7955183925009157,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.8333333333333335,4.2
CUST_00056,85,6,89.38,3.8333333333333335,4.0,45-54,Male,Southwest,Rural,0,Kiosk,1,0,0.8226645903207168,2,1,0.8685224919917431,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,2.1666666666666665,4.066666666666666
CUST_00057,584,2,31.09,4.5,3.0,35-44,Male,Midwest,Suburban,0,Drive-Thru,1,0,0.5841558205535424,0,0,0.9996506519040554,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,0.5,4.4
CUST_00058,57,10,128.49,3.2,2.8,55+,Female,West,Urban,0,In-Store Cashier,2,2,0.9984924668832819,1,2,0.7426212325493194,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.7,3.75
CUST_00059,52,10,199.93,4.9,3.3,25-34,Female,Southeast,Urban,1,Mobile App,0,1,0.9807221909911189,1,2,0.733798782450017,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,3.2,3.9
CUST_00060,82,10,127.77,3.2,3.3,35-44,Male,Northeast,Suburban,1,Mobile App,0,1,0.8077987199297577,1,2,0.7257303142860796,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.3,4.369999999999999
CUST_00061,156,5,93.57,4.8,2.8,45-54,Female,West,Suburban,1,Mobile App,0,1,0.8262327646851828,2,1,0.9182998545506119,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.8,4.64
CUST_00062,222,6,64.99,2.8333333333333335,3.8333333333333335,45-54,Female,West,Suburban,0,Drive-Thru,2,0,0.5170212957327116,0,1,0.9366492090262448,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,1.0,4.383333333333334
CUST_00063,114,11,172.27,3.6363636363636362,4.363636363636363,18-24,Male,Midwest,Rural,1,Mobile App,0,1,0.957765319326307,1,2,0.792073097132985,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.3636363636363638,4.2272727272727275
CUST_00064,54,6,68.72999999999999,2.6666666666666665,2.6666666666666665,18-24,Non-binary,Northeast,Rural,0,Drive-Thru,2,1,0.5639846463005139,2,1,0.9154861552451514,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.6666666666666667,3.75
CUST_00065,20,11,171.95,4.0,4.545454545454546,45-54,Female,Northeast,Rural,1,In-Store Cashier,0,2,0.7611179958610854,1,2,0.7873165692163862,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.5454545454545454,4.054545454545455
CUST_00066,79,5,97.54,4.4,3.4,25-34,Male,West,Suburban,1,Mobile App,0,1,0.9747440281505162,2,1,0.8901733818695318,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,3.2,4.18
CUST_00067,56,8,116.88,3.375,2.625,45-54,Non-binary,Midwest,Urban,1,Mobile App,0,1,0.8540784763704936,1,1,0.5233179513687629,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.0,5.2
CUST_00068,143,4,59.660000000000004,3.5,4.25,18-24,Female,Southeast,Rural,0,Mobile App,2,1,0.9537857260316249,2,1,0.9737779668536025,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.0,5.025
CUST_00069,82,7,111.83,3.5714285714285716,4.0,18-24,Female,Southeast,Rural,1,Mobile App,0,1,0.9712826482903544,2,1,0.6854148144903093,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.8571428571428572,4.814285714285715
CUST_00070,72,5,80.00999999999999,4.0,3.6,45-54,Male,Midwest,Suburban,1,Mobile App,0,1,0.7686792882463107,2,1,0.9289249965624214,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.6,4.54
CUST_00071,66,11,202.58,4.7272727272727275,4.090909090909091,25-34,Female,West,Suburban,0,Mobile App,2,1,0.9644968614579137,1,2,0.6214978607653253,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.5454545454545454,4.745454545454546
CUST_00072,156,9,147.3,3.888888888888889,3.111111111111111,25-34,Female,Southwest,Suburban,0,Mobile App,2,1,0.9679064412084225,1,2,0.7006489043248086,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.111111111111111,4.855555555555556
CUST_00073,171,5,98.29,5.2,3.4,25-34,Male,Southwest,Urban,1,Mobile App,0,1,0.9791540065120973,2,1,0.9108756650386733,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.4,4.66
CUST_00074,2,6,94.81,4.5,3.5,35-44,Female,Midwest,Rural,0,Drive-Thru,2,0,0.6017049655705312,2,1,0.8139780098593348,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,2.0,4.75
CUST_00075,95,7,133.81,4.857142857142857,4.571428571428571,25-34,Male,Southeast,Urban,0,Mobile App,1,1,0.9641715107789056,1,1,0.5466464834337968,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.4285714285714286,4.214285714285714
CUST_00076,131,5,58.57,2.4,2.4,55+,Female,Southeast,Suburban,1,Drive-Thru,0,2,0.9825267804632877,2,1,0.9642880003366336,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.8,5.34
CUST_00077,212,3,39.3,3.0,3.3333333333333335,25-34,Female,West,Rural,1,In-Store Cashier,0,2,0.5517877709969147,0,1,0.9235720925823807,Dormidos,Tradicionales Presenciales,Tradicionales Presenciales · Dormidos,2_0,1.6666666666666667,4.3999999999999995
CUST_00078,47,3,61.51,5.0,4.0,18-24,Male,Midwest,Suburban,0,Mobile App,1,1,0.9406095792859777,2,1,0.9803872906072293,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,3.0,3.466666666666667
CUST_00079,24,7,131.07999999999998,4.857142857142857,3.2857142857142856,25-34,Female,Midwest,Rural,1,Mobile App,0,1,0.9690968271417472,1,1,0.5111510797829867,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.8571428571428572,4.485714285714286
CUST_00080,54,4,48.1,2.75,2.75,25-34,Male,Southeast,Rural,1,Mobile App,0,1,0.9723361751836913,2,1,0.9793431453953736,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,0.75,5.4
CUST_00081,18,7,107.45,3.857142857142857,3.4285714285714284,18-24,Female,Northeast,Urban,0,In-Store Cashier,2,2,0.6479644539995237,2,1,0.6694109522468978,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.5714285714285714,4.185714285714286
CUST_00082,37,7,103.96000000000001,3.5714285714285716,3.4285714285714284,25-34,Non-binary,Southeast,Suburban,1,Mobile App,0,1,0.9847638974823987,2,1,0.7036556686630068,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.142857142857143,3.6714285714285713
CUST_00083,42,3,63.74000000000001,6.666666666666667,3.0,45-54,Male,Northeast,Suburban,0,Drive-Thru,1,0,0.5158046971989119,2,1,0.9789380148934664,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,1.0,5.133333333333334
CUST_00084,29,7,111.68,4.0,3.142857142857143,25-34,Female,Northeast,Suburban,1,Mobile App,0,1,0.97960342505921,2,1,0.6498301651984995,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.4285714285714284,4.185714285714286
CUST_00085,365,6,93.58,3.5,2.6666666666666665,25-34,Male,Northeast,Suburban,1,Drive-Thru,0,1,0.6501680808564787,0,1,0.6513131289416014,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,3.1666666666666665,4.733333333333333
CUST_00086,33,5,73.09,4.2,3.2,55+,Female,Southeast,Urban,0,Drive-Thru,2,2,0.9883615244401519,2,1,0.933990388389573,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.8,4.68
CUST_00087,151,5,83.78,4.0,3.0,25-34,Female,Southwest,Urban,1,Mobile App,0,1,0.9818784907641608,2,1,0.935402836226289,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,2.4,4.459999999999999
CUST_00088,259,4,64.75,4.5,2.75,45-54,Male,West,Rural,1,Drive-Thru,0,0,0.553763296306604,0,1,0.889274755102736,Dormidos,Adultos Drive-Thru,Adultos Drive-Thru · Dormidos,0_0,1.5,6.525
CUST_00089,237,4,51.370000000000005,3.75,2.25,18-24,Male,Midwest,Rural,1,Drive-Thru,0,1,0.5614214333057395,0,1,0.9158699061063535,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.0,5.35
CUST_00090,34,9,152.17000000000002,4.111111111111111,3.888888888888889,25-34,Female,Southeast,Suburban,1,Mobile App,0,1,0.978905323341293,1,2,0.7835392841828116,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.2222222222222223,3.8777777777777778
CUST_00091,224,8,130.47,4.375,3.75,35-44,Female,Southwest,Urban,1,Mobile App,0,1,0.8454299189115119,1,1,0.5553421932971891,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.875,5.1875
CUST_00092,65,9,101.86,2.7777777777777777,4.222222222222222,55+,Male,Northeast,Rural,0,In-Store Cashier,1,2,0.9982950197975438,1,1,0.5234888019349244,Leales Premium,Tradicionales Presenciales,Tradicionales Presenciales · Leales Premium,2_1,1.3333333333333333,4.0
CUST_00093,91,11,173.07999999999998,3.5454545454545454,3.272727272727273,25-34,Male,Midwest,Urban,1,Mobile App,0,1,0.9715179085312463,1,2,0.7885226740537952,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.3636363636363638,5.154545454545454
CUST_00094,201,4,52.29,3.25,3.25,45-54,Male,Southeast,Rural,1,In-Store Cashier,0,2,0.7455209062096368,0,1,0.957707828528117,Dormidos,Tradicionales Presenciales,Tradicionales Presenciales · Dormidos,2_0,1.25,3.425
CUST_00095,87,6,64.7,3.0,3.1666666666666665,18-24,Male,Northeast,Urban,1,Drive-Thru,0,1,0.6436216209564282,2,1,0.9305906972102486,Regulares Activos,Jóvenes Digitales,Jóvenes Digitales · Regulares Activos,1_2,1.5,6.083333333333333
CUST_00096,438,5,88.89,4.2,4.0,25-34,Male,Midwest,Suburban,0,Mobile App,1,1,0.9499647226304162,0,0,0.8372152370514474,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.8,3.6399999999999997
CUST_00097,169,3,24.37,1.6666666666666667,1.3333333333333333,25-34,Non-binary,Southeast,Rural,0,Drive-Thru,2,1,0.5805718137528728,0,1,0.9634685040114972,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,2.0,6.6000000000000005
CUST_00098,4,7,97.65,3.7142857142857144,3.0,25-34,Female,Southwest,Suburban,1,In-Store Cashier,0,2,0.5302612212579533,2,1,0.7197352929115663,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.2857142857142858,3.9857142857142853
CUST_00099,69,7,119.39,4.142857142857143,3.857142857142857,35-44,Male,West,Suburban,0,Mobile App,1,1,0.7039073747310285,1,1,0.6274340554886765,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,2.2857142857142856,5.828571428571428
CUST_00100,378,5,67.72,3.4,4.2,55+,Female,Midwest,Rural,0,Mobile App,2,1,0.8384898509455472,0,0,0.6210654457991168,Dormidos,Jóvenes Digitales,Jóvenes Digitales · Dormidos,1_0,1.8,3.54
CUST_00101,79,5,55.4,2.8,2.4,55+,Non-binary,Midwest,Rural,0,In-Store Cashier,2,2,0.9981882427588555,2,1,0.9637907291946161,Regulares Activos,Tradicionales Presenciales,Tradicionales Presenciales · Regulares Activos,2_2,1.2,3.7
CUST_00102,88,6,109.19,5.166666666666667,3.6666666666666665,45-54,Male,Southeast,Suburban,0,Drive-Thru,1,0,0.5341106069768422,2,1,0.7909818840458109,Regulares Activos,Adultos Drive-Thru,Adultos Drive-Thru · Regulares Activos,0_2,2.0,5.2
CUST_00103,4,8,136.23,3.875,3.75,25-34,Male,Northeast,Urban,0,Mobile App,1,1,0.9653399173230576,1,2,0.6434398982951214,Leales Premium,Jóvenes Digitales,Jóvenes Digitales · Leales Premium,1_1,1.875,5.0625
